Q8NF67	PF14915;
A6NHC0	PF01067;PF00648;
P35219	PF00194;
Q9Y6F7	PF00385;PF00378;
Q9C0D2	PF15309;
Q96JQ2	PF00307;
A5YKK6	PF16415;PF16418;PF16417;PF12842;PF04054;
P02748	PF00057;PF01823;PF00090;
Q13541	PF05456;
Q15825	PF02931;PF02932;
A8K2U0	PF00207;PF07703;PF07677;PF01835;PF17791;PF17789;PF07678;
O00763	PF08326;PF02785;PF00289;PF00364;PF01039;PF02786;
Q9Y614	PF00022;
Q9BTE6	PF07973;
Q969T7	PF05822;
Q96CM8	PF00501;PF13193;
P49419	PF00171;
Q96P26	PF06189;
P30038	PF00171;
P28838	PF00883;PF02789;
Q9Y2T2	PF00928;PF01217;
P16066	PF01094;PF00211;PF07714;
P35348	PF00001;
P16860	PF00212;
Q9H560	PF00023;PF12796;
A5YM69	PF15441;
Q9NXU5	PF00025;
O00203	PF01602;PF14796;PF14797;
Q6VUC0	PF03299;
Q6Q4G3	PF11838;PF01433;
Q86W34	PF07998;
Q86TY3	PF15767;
Q9UJX4	PF12862;
A6NKF2	PF01388;
P30533	PF06401;PF06400;
Q9GZN1	PF00022;
Q9C0K3	PF00022;
Q9H765	PF12796;PF07525;
Q9NQ33	PF00010;
Q96EG1	PF00884;
O60423	PF16212;PF16209;
P54252	PF02099;PF02809;
Q53HL2	PF10512;PF10444;
Q6QNY0	PF15753;
P20749	PF12796;
Q9BXI9	PF00386;PF01391;
P15086	PF00246;PF02244;
Q16520	PF00170;
Q9UBV7	PF02709;PF13733;
Q96M83	PF15368;
P22681	PF02262;PF02761;PF02762;PF00627;
O95503	PF17218;PF00385;
Q6ZSI9	PF01067;PF00648;
O75952	PF02197;
Q8IYL3	PF15772;
Q9BTV7	PF00134;
Q6ZUJ4	PF15830;
Q9NRB3	PF03567;
P26842	PF00020;
P49716	PF07716;
Q99828	PF13499;
Q7Z4U5	PF15023;
Q96GN5	PF10497;
O75829	PF04089;
P08572	PF01413;PF01391;
P09497	PF01086;
P51790	PF00571;PF00654;
P56750	PF00822;
Q14CN2	PF08434;PF00092;
P07316	PF00030;
P50461	PF00412;
Q8TCG5	PF00755;PF16484;
Q92523	PF00755;PF16484;
P53672	PF00030;
Q7Z407	PF00431;PF00084;
Q8WXC6	PF15004;
P28221	PF00001;
P12821	PF01401;
P00326	PF08240;PF00107;
Q8TDN7	PF05875;
Q5VUJ5	PF12796;PF01412;
P45381	PF04952;
P55789	PF04777;
Q562R1	PF00022;
Q9BYX7	PF00022;
Q8TDY3	PF00022;
P35318	PF00214;
Q5VUY2	PF07859;
Q99965	PF08516;PF00200;PF01562;PF01421;
O00189	PF00928;PF01217;
Q9NVJ2	PF00025;
Q9Y587	PF01217;
P18085	PF00025;
Q8N157	PF00018;PF00400;
Q9BYT9	PF16178;PF04547;
O75106	PF01179;PF02727;PF02728;
Q8NFD2	PF00023;PF12796;PF13606;PF07714;
H3BNL8	PF17822;
O43918	PF03172;PF00628;PF01342;
O43827	PF00147;
Q92974	PF17838;PF00621;
Q86WX3	PF15684;
P17405	PF00149;
P54793	PF00884;
Q9H3M9	PF02099;
P03928	PF00895;
O43861	PF16212;PF16209;
A6NE02	PF07707;PF00651;
Q13489	PF00653;PF00619;
O95972	PF00019;
O15382	PF01063;
Q9NWK9	PF04438;
Q7Z569	PF07576;PF13639;PF02148;
Q6ZUV0	PF03061;
Q16602	PF00002;PF02793;
P0CG36	PF09443;
P00450	PF00394;PF07731;PF07732;
Q53EZ4	PF12180;
P13688	PF00047;PF13895;PF07686;
Q5HYN5	PF15300;
Q8IZR5	PF01284;
P34998	PF00002;PF02793;
Q494W8	PF02931;PF02932;
Q02930	PF00170;
Q07092	PF01391;
A8MQB3	PF17699;
P21964	PF01596;
P20853	PF00067;
Q9UNU6	PF00067;
Q8IZJ3	PF00207;PF07703;PF07677;PF07648;PF12248;PF01835;PF17791;PF17789;PF07678;
Q9NYL5	PF00067;
Q8NAA4	PF08614;PF00400;
Q9NRK6	PF00664;PF00005;
Q6JQN1	PF00441;PF02770;PF02771;PF01636;PF13419;
Q7Z5R6	PF00169;PF00788;
Q9UGJ0	PF00571;
Q15172	PF01603;
O60488	PF00501;
Q8N556	PF00169;
P55263	PF00294;
Q5JTC6	PF09422;
Q9ULX6	PF04988;
Q6UXC1	PF00057;PF00629;
O75077	PF08516;PF00200;PF01562;PF01421;
O60242	PF00002;PF16489;PF01825;PF02793;PF00090;
P47895	PF00171;
O95490	PF00002;PF16489;PF02140;PF01825;PF02793;PF02354;PF02191;
Q16352	PF00038;PF04732;
Q6UX46	PF15129;
P18089	PF00001;
Q8N8L6	PF00025;
A8MVX0	PF00621;
Q6PIY5	PF17741;
Q96KC2	PF00025;
O94973	PF01602;PF02296;PF02883;
Q6ZSZ5	PF17838;PF00621;
Q96A70	PF02784;PF00278;
Q10588	PF02267;
Q86UU0	PF11502;
Q96RK4	PF13181;
P20290	PF01849;
P19099	PF00067;
Q99622	PF14974;
O14523	PF18696;
O60513	PF02709;PF13733;
P80075	PF00048;
Q9UBN1	PF00822;
Q5VVM6	PF15742;
Q8WYQ3	PF06747;
A6NJW9	PF07686;
P38936	PF02234;
P07766	PF02189;
P51681	PF00001;
A6NNL5	PF15031;
O00299	PF13409;
Q9BPX3	PF12719;
Q9UFF9	PF04857;
Q8N812	PF17695;
Q8IXR9	PF15087;
P50238	PF00412;
Q96MD2	PF09404;
P07108	PF00887;
Q8IUA7	PF00005;
P28223	PF00001;
P30926	PF02931;PF02932;
Q9UKV3	PF16294;PF02037;
Q8IY45	PF13516;
Q9NPJ3	PF03061;
Q9H161	PF00046;PF03826;
Q9NRN7	PF01648;
Q9H9G7	PF08699;PF16488;PF16487;PF16486;PF02170;PF02171;
Q8NEB7	PF07222;
P30838	PF00171;
Q3LIE5	PF00149;
P35609	PF00307;PF08726;PF00435;
Q9H2U9	PF08516;PF00200;PF01562;PF01421;
Q9Y2D5	PF15304;
Q3KP44	PF12796;
Q9HCE6	PF00621;
Q96N21	PF01417;
Q9UJX5	PF12896;PF12894;
Q66PJ3	PF10500;
Q10567	PF01602;PF02883;PF09066;
Q92481	PF03299;
P54259	PF03154;
Q9ULH1	PF12796;PF01412;PF00169;PF00018;
O14983	PF00689;PF00690;
C9JJ37	PF07707;PF00651;
Q6PJG6	PF02985;
Q96L14	PF15308;
Q8NCR0	PF01762;
Q6TDU7	PF15927;
Q86V35	PF13499;
Q9NYV4	PF00069;
Q8NCG5	PF00685;
Q6NUI6	PF13855;
Q9BSY4	PF06747;PF16860;
P25063	PF14984;
P48509	PF00335;
P51677	PF00001;
Q5T5N4	PF15739;
P0C842	PF00109;
Q9HBJ8	PF16959;
Q6X4T0	PF15732;
Q13536	PF17691;
Q8IYS4	PF15773;
P06850	PF00473;
P20674	PF02284;
P53673	PF00030;
Q86Y22	PF01391;
Q9Y2Z9	PF01494;
O75881	PF00067;
O95342	PF00664;PF00005;
Q969K4	PF12796;PF00651;
Q8IZY2	PF00005;
O60706	PF00664;PF00005;
Q8WTS1	PF00561;
Q9UBJ2	PF06472;PF00005;
Q4UJ75	PF12796;PF14915;
Q99424	PF01756;PF02770;PF14749;
Q8NC06	PF00887;
A0PJZ0	PF00023;PF12796;
O14678	PF06472;PF00005;
Q9UDR5	PF05222;PF16653;PF03435;
P41595	PF00001;
O60239	PF05276;
Q9Y4X0	PF01871;
Q8TED9	PF00169;
P19021	PF03712;PF01082;PF01436;
O60266	PF16214;PF00211;
Q96F25	PF08660;
Q6P6C2	PF13532;
P48960	PF00002;PF07645;PF01825;
Q96JD6	PF00248;
Q9BZ19	PF12796;
Q9BZZ5	PF05918;
Q68DC2	PF12796;PF00536;
P19961	PF00128;PF02806;
Q5T2S8	PF00514;
Q16720	PF12424;PF00689;PF00690;
Q6DD88	PF02263;PF02841;
Q8TE58	PF17771;PF05986;PF01562;PF01421;PF00090;
P17735	PF00155;PF07706;
P35670	PF00403;
Q9GZN4	PF00089;
P30043	PF13460;
Q8WY36	PF09667;PF00505;
Q8IWQ3	PF00069;
P15056	PF00130;PF07714;PF02196;
Q9NPY3	PF12662;PF07645;PF00059;
Q86Y28	PF08180;
Q9HBU1	PF00046;
P42575	PF00619;
P57730	PF00619;
O15075	PF03607;PF00069;
Q13117	PF00076;
Q12979	PF00168;PF00169;PF00620;PF00621;
Q9NP78	PF00664;PF00005;
Q8IZ83	PF00171;
Q8NHS2	PF00155;
Q8TER5	PF00621;
P40616	PF00025;
P04114	PF12491;PF06448;PF09172;PF01347;
Q9UJX6	PF08672;PF00888;
Q9H1I8	PF02845;
Q6HA08	PF01400;
Q9ULZ3	PF00619;PF02758;
O15392	PF00653;
Q9H3Q1	PF14957;PF00786;
P78543	PF07742;
Q8TD16	PF09730;
Q6RI45	PF00439;PF00400;
Q9BQP9	PF01273;
Q9UBW5	PF03114;
P56202	PF08246;PF00112;
Q9ULU8	PF06292;PF00169;
O95389	PF00007;PF00219;
O76071	PF00400;
Q08AD1	PF17095;PF11971;PF08683;
P47902	PF04731;PF00046;
B2RD01	PF04218;PF03221;
Q9HA72	PF14798;
Q6UXA7	PF15809;
O14757	PF00069;
P20138	PF00047;PF07686;
O75956	PF09806;
O95832	PF00822;
P07315	PF00030;
Q9BSU1	PF03676;
Q6UVK1	PF00054;PF02210;
Q9UNS2	PF01399;
Q9NVV2	PF17692;
P02489	PF00525;PF00011;
Q0VDD7	PF15710;
Q9Y6N1	PF04442;
Q16696	PF00067;
P98082	PF00640;
O00574	PF00001;
Q8N144	PF00029;
Q5VZ89	PF03455;PF02141;PF03456;
O75140	PF00610;PF12257;
Q30KP8	PF17333;
P51648	PF00171;
P30542	PF00001;
P40394	PF08240;PF00107;
Q8NER5	PF07714;PF08515;
P02768	PF00273;
Q03154	PF07687;PF01546;
O60241	PF00002;PF16489;PF01825;PF00090;
P12236	PF00153;
Q08828	PF16214;PF00211;
O15204	PF01562;PF01421;
Q9Y243	PF00169;PF00069;PF00433;
Q9NZK5	PF00962;PF08451;
P08913	PF00001;
Q9UKF5	PF08516;PF00200;PF01562;PF01421;
P09972	PF00274;
Q9Y673	PF00535;
Q04828	PF00248;
O94910	PF00002;PF16489;PF02140;PF01825;PF02793;PF02354;PF02191;
Q8IVW1	PF00025;PF15840;
Q9Y6B7	PF01602;PF09066;
Q7Z6G8	PF12796;PF00640;PF00536;
P20073	PF00191;
Q9BXS5	PF00928;
Q9Y5C1	PF00147;
Q9BWW9	PF05461;
Q8NI99	PF00147;
Q13315	PF02259;PF02260;PF00454;PF11640;
Q93084	PF00689;PF00690;
O95352	PF16420;PF00899;
Q7Z4Y8	PF04718;
P17544	PF00170;
Q13705	PF01064;PF00069;
Q6ZT62	PF03114;PF00620;
Q7Z465	PF12496;PF13716;
Q9NZM4	PF15249;
Q86YS7	PF00168;
Q8WUQ7	PF10312;PF09732;
Q14444	PF12287;PF18293;
Q92793	PF00439;PF09030;PF06001;PF08214;PF02172;PF02135;PF00569;
Q9BYG0	PF01762;
P08185	PF00079;
P12830	PF00028;PF01049;PF08758;
Q8IYX3	PF15774;
Q02224	PF00225;
P20851	PF00084;
Q6IPU0	PF13096;
Q69YU5	PF14990;
Q8WUE5	PF14444;
P46109	PF00017;PF00018;PF07653;
Q16630	PF00076;
P26998	PF00030;
P24468	PF00104;PF00105;
P0DML3	PF00103;
Q9BWP8	PF01391;PF00059;
Q9BXS0	PF01391;
Q96B18	PF15268;
Q8N2C3	PF00610;
Q6ZNG2	PF00046;
Q9NQI0	PF00270;PF00271;
Q96JK2	PF00400;
O95336	PF01182;
P78314	PF00169;PF00017;
P00505	PF00155;
Q9NY61	PF13339;PF08164;
Q9BXJ7	PF14828;
Q96P47	PF12796;PF01412;PF00071;
Q99490	PF12796;PF01412;PF00071;
Q9Y6U3	PF00626;
Q9BRR6	PF04587;
P36896	PF01064;PF00069;PF08515;
Q3MIX3	PF03109;
O95394	PF02878;PF00408;
Q96QF7	PF10263;
Q6P093	PF07859;
P04424	PF14698;PF00206;
Q5TZF3	PF12796;
Q13367	PF01602;PF14796;
Q5XXA6	PF16178;PF04547;
Q92888	PF17838;PF09128;PF00621;
Q16853	PF01179;PF02727;PF02728;
Q13795	PF00025;
Q9Y6Q5	PF00928;PF01217;
O14744	PF05185;PF17286;PF17285;
Q9Y2G4	PF00023;PF12796;
Q9Y2Q0	PF16212;PF16209;
Q9H672	PF12796;PF07525;
Q9NR71	PF04734;PF17048;
Q8N6G6	PF07679;PF08686;PF00090;
Q9UBX8	PF02709;PF13733;
Q8N187	PF15299;
Q9NY47	PF08473;PF00092;PF08399;
P49069	PF14963;
Q16739	PF13506;
Q9Y376	PF08569;
Q8IXQ3	PF15017;
Q8N2Z9	PF15630;
Q8N5B7	PF00046;PF03798;
Q9P2E5	PF05679;
P23946	PF00089;
Q16526	PF00875;PF03441;
Q9P126	PF00059;
Q9ULV4	PF08953;PF00400;
Q7Z408	PF00431;PF00084;
P17927	PF00084;
Q68DQ2	PF00030;PF00652;
P10589	PF00104;PF00105;
Q8IZC6	PF01410;PF01391;
Q99062	PF00041;PF06328;
Q9P218	PF01391;PF00041;PF00092;
Q02318	PF00067;
P33552	PF01111;
P20815	PF00067;
P11712	PF00067;
Q6V0L0	PF00067;
Q86T65	PF06367;PF06371;PF02181;
Q9Y6A2	PF00067;
Q8N118	PF00067;
P48444	PF00928;PF01217;
P60606	PF11057;
P26232	PF01044;
O60716	PF00514;
O14595	PF03031;
Q8N2K0	PF12146;
P00519	PF08919;PF07714;PF00017;PF00018;
Q86UQ4	PF00005;
Q5FVE4	PF00501;
Q15822	PF02931;PF02932;
Q92747	PF00400;
Q9P1U1	PF00022;
Q8TF62	PF16212;PF16209;
P48201	PF00137;
Q8N3C0	PF00270;PF00271;PF02889;
Q96QE3	PF00004;
Q9H1Z8	PF15187;
P46100	PF17981;PF00271;PF00176;
Q96GD4	PF00069;
Q9BX70	PF07707;PF00651;PF08005;
P00736	PF00431;PF00084;PF00089;
Q9NZP8	PF00431;PF00089;
Q9NPZ5	PF03360;
Q7Z7M8	PF01762;
Q9C0J1	PF01762;
Q16204	PF09755;
P07339	PF07966;PF00026;
Q8TDX6	PF05679;
Q9NRR3	PF00786;
O43745	PF13202;PF13499;
P05156	PF00057;PF00530;PF00089;
P02462	PF01413;PF01391;
Q6PI25	PF03311;
Q14055	PF01391;
Q9H8S5	PF00134;
Q3C1V1	PF17669;
Q8IZV2	PF01284;
P16619	PF00048;
P56277	PF08991;
P0DMU9	PF15300;
Q9UBI1	PF07258;
O00230	PF03002;
O95727	PF08205;PF07686;
Q96MF6	PF03364;
P01189	PF00976;PF08384;PF08035;
O94886	PF14703;PF02714;PF13967;
A0A1B0GTU2	PF11057;
A6NEN9	PF15874;
P0DP74	PF00711;
Q8IWA5	PF04515;
Q8WYA6	PF08216;
P78524	PF03455;PF02141;PF03456;
Q9H0S4	PF00270;PF00271;
Q3I5F7	PF08840;
Q96IU4	PF12697;
P02763	PF00061;
P26439	PF01073;
O95477	PF00005;
P51825	PF05110;
Q53FZ2	PF00501;PF13193;
Q16186	PF04683;PF16550;
P40145	PF16214;PF06327;PF00211;
Q96PN6	PF00211;
Q96B36	PF15798;
P05062	PF00274;
P49418	PF03114;PF14604;
Q6NVV9	PF08516;PF01562;
Q6P6B7	PF00023;PF12796;
P12429	PF00191;
Q8N9V6	PF12796;
Q5W041	PF00514;
Q92754	PF03299;
Q9UPS8	PF00023;PF12796;PF14915;PF12001;
Q9H0F7	PF00025;
Q5T9G4	PF04826;
Q9NXL2	PF00621;PF07653;PF14604;
P53365	PF06456;
P56211	PF04667;
P11245	PF00797;
P0C7T5	PF08517;
O00499	PF03114;PF14604;
Q9Y6E2	PF02020;
Q6ZN84	PF14908;PF18289;
Q8N5R6	PF00168;
P13501	PF00048;
O14958	PF01216;
Q2NKX9	PF10573;
O15444	PF00048;
Q9NWW7	PF14952;
Q9H0I3	PF13870;
Q9HC52	PF17218;PF00385;
Q8IU99	PF14798;
Q9BXU9	PF13499;
Q9UQN3	PF03357;
Q8IUQ0	PF00650;PF03765;
P67870	PF01214;
Q9BU40	PF00093;
Q5TA50	PF08718;
O95639	PF00642;PF15663;PF00098;
Q9P2I0	PF10996;PF13299;PF16661;PF07521;
P07333	PF00047;PF07714;
Q86UP6	PF00431;PF00100;
Q8WXU2	PF04969;
Q93034	PF00888;PF10557;
Q7L211	PF12146;
P20848	PF00079;
P02708	PF02931;PF02932;
P52895	PF00248;
P09525	PF00191;
Q8IUR7	PF00514;
B4E2M5	PF12796;
Q96K78	PF00002;PF01825;
P17516	PF00248;
Q9H6L4	PF00514;
Q9NR81	PF00621;
O14791	PF05461;
O75843	PF01602;PF02883;
Q9NP61	PF01412;
Q13625	PF12796;PF00018;
Q96PE2	PF00621;
Q9NWX5	PF12796;PF07525;
A6NMY6	PF00191;
P56134	PF10206;
O75947	PF05873;
P0C6P0	PF15787;
Q9NZS9	PF00536;
A2AJT9	PF15440;
P30411	PF00001;
Q6P575	PF02837;
P54687	PF01063;
Q7RTU4	PF00010;
Q2TBE0	PF04677;PF04676;
Q9H8M2	PF00439;PF12024;
Q13072	PF08180;
O60729	PF00782;PF14671;
Q9UNH5	PF00782;PF14671;
O43529	PF03567;
Q8N0X4	PF03328;
O75153	PF13236;PF15044;PF12807;
Q96DZ9	PF01284;
Q6P387	PF15032;
P38432	PF15862;
Q8N684	PF00076;
P39060	PF01391;PF06121;PF06482;PF01392;
Q8N1P7	PF00030;
P49747	PF11598;PF07645;PF02412;PF05735;
Q6RUI8	PF17687;
P20813	PF00067;
Q9H6X5	PF15391;
P10635	PF00067;
Q96I36	PF14880;
Q9P1W3	PF14703;PF02714;PF13967;
Q9UBF2	PF01602;PF16381;PF08752;
Q5SW24	PF15268;
Q8NBI2	PF03188;
P01040	PF00031;
Q15828	PF00031;
Q02221	PF02046;
O96019	PF00022;
P36544	PF02931;PF02932;
Q9NRG9	PF00400;
P08912	PF00001;
P05067	PF10515;PF12924;PF12925;PF02177;PF03494;PF00014;
Q9H0P0	PF05822;
P49189	PF00171;
P0C7M7	PF00501;PF13193;
Q8TD30	PF00155;
Q8IZF2	PF00002;PF01825;PF01390;
P10323	PF00089;
P35869	PF00010;PF00989;PF08447;
O75078	PF08516;PF00200;PF07974;PF01562;PF01421;
C9JTQ0	PF12796;
O15084	PF00023;PF12796;
Q99996	PF10495;
Q8IW93	PF00621;PF14604;
Q96P48	PF01412;PF00169;PF00788;PF00620;PF00536;
Q96DE5	PF17256;
P08519	PF00051;PF00089;
Q6UY14	PF05986;PF08686;PF00090;
O60312	PF16212;PF16209;
Q9H6S1	PF12845;
Q5T9A4	PF00004;PF12037;
Q9BSB4	PF07855;
Q53S33	PF01722;
Q6AI39	PF15249;
Q07021	PF02330;
Q9BXH1	PF15826;
Q96L58	PF01762;
A6NHX0	PF13840;PF18700;
A6NKD9	PF10226;
Q6ZVT6	PF05018;
Q9HBI5	PF15134;
Q8N163	PF14443;PF14444;
O75808	PF00648;PF00641;
Q8ND23	PF17888;PF16000;PF13516;
Q49MI3	PF00781;
A4D256	PF00782;PF14671;
Q96BT3	PF15511;PF16171;
P0C7P0	PF09360;
Q9UJA2	PF01066;
Q70SY1	PF00170;
Q16527	PF00412;
Q6ZU35	PF15262;
Q96SM3	PF00754;PF00246;
Q14993	PF01391;
Q8NEA5	PF17686;
Q5KU26	PF01391;PF00059;
P09919	PF16647;
P05108	PF00067;
Q49B96	PF06747;
P78560	PF00619;PF00531;
P45844	PF01061;PF00005;
O75027	PF00664;PF00005;
Q9BV23	PF00561;
Q9UKU7	PF00441;PF02770;PF02771;
P61221	PF00005;PF00037;PF04068;
P30154	PF02985;
Q05901	PF02931;PF02932;
Q8N6N7	PF00887;
P53396	PF16114;PF00285;PF02629;PF00549;
P52209	PF00393;PF03446;
Q9Y3L3	PF03114;PF00620;
O43741	PF16561;PF04739;
P51816	PF05110;
Q8TF27	PF12796;PF01412;
Q9BYD9	PF00022;
Q96PE1	PF00002;PF01825;PF13855;
O94788	PF00171;
Q9P0K1	PF08516;PF00200;PF07974;PF01562;PF01421;
O43184	PF08516;PF00200;PF01562;PF01421;
Q9UKB5	PF15298;
O75689	PF01412;PF00169;
Q9BUB4	PF02137;
Q5T2E6	PF08427;
O95376	PF01485;
Q8N2N9	PF12796;PF14915;
Q9UBL3	PF00622;
Q9NY37	PF00858;
P59998	PF05856;
Q4VNC1	PF00690;PF12409;
P16615	PF00689;PF00690;
Q674R7	PF04109;
P20020	PF12424;PF00689;PF00690;
P15336	PF00170;
O15169	PF16646;PF08833;PF00778;PF00615;
Q9NPI1	PF00439;PF12024;
Q9Y2C3	PF01762;
P55291	PF00028;PF01049;
P08217	PF00089;
Q9BXF3	PF00439;
P31997	PF13895;PF07686;
Q96MD7	PF10217;
Q9NPF2	PF03567;
Q99459	PF11831;
P11912	PF00047;PF02189;
P21127	PF00069;
P21554	PF00001;
Q9HAK2	PF16422;PF16423;PF01833;
O95196	PF06566;PF06567;
O43889	PF00170;
P20023	PF00084;
Q14019	PF00241;
Q9Y2W7	PF13499;
Q6UWE3	PF15083;
O15432	PF04145;
Q9BRF8	PF00149;
P78329	PF00067;
Q02928	PF00067;
Q86YQ8	PF00168;PF07002;
Q8N9W5	PF14737;PF14740;
Q99627	PF10075;
O95567	PF15578;
Q8NEC5	PF00520;
Q53TN4	PF03188;
Q86XM0	PF15020;
Q9H222	PF01061;PF00005;
Q5JWF8	PF00022;
P17787	PF02931;PF02932;
P36639	PF00293;
P21589	PF02872;PF00149;
P50406	PF00001;
Q5VTM2	PF01412;
Q6P461	PF00501;
Q8N302	PF00498;PF01585;PF17780;
Q12802	PF17838;PF00621;PF10522;
Q8N7J2	PF09422;
P07550	PF00001;
P05141	PF00153;
Q08AH3	PF00501;PF13193;
Q6DCA0	PF01871;
Q86WK6	PF07679;PF13855;
Q7Z7M1	PF00002;PF01825;PF00354;
O75969	PF05716;PF10522;
Q8N6D5	PF00023;PF12796;
P40617	PF00025;
A6NH57	PF00025;
P54802	PF05089;PF12972;PF12971;
Q92870	PF00640;PF00397;
O14497	PF01388;PF12031;
Q9BVC5	PF15323;
Q5JPF3	PF12796;PF14915;
O14525	PF18411;
P23634	PF12424;PF00689;PF00690;
Q8WXS3	PF06989;
P23435	PF00386;
Q6ZMN8	PF00134;
Q9H6F5	PF03879;
Q9H503	PF02961;
Q13191	PF02262;PF02761;PF02762;
P22748	PF00194;
P06276	PF08674;PF00135;
P10809	PF00118;
Q7Z692	PF07686;
P40199	PF13895;PF07686;
A6NGY3	PF17666;
Q13319	PF03261;
Q8WVX3	PF17696;
Q5BLP8	PF15161;
Q8IVW4	PF00069;
P21926	PF00335;
Q16878	PF05995;
O00421	PF00001;
Q00532	PF00069;
Q86XI2	PF12422;
A8K4G0	PF07686;
P12109	PF01391;PF00092;
P30622	PF01302;PF16641;
O15516	PF00010;PF00989;
Q5U649	PF15047;
Q9H0L4	PF14327;PF14304;PF00076;
Q8IV77	PF16526;PF00027;PF00520;
Q8NI60	PF03109;
Q14865	PF01388;
Q2TAZ0	PF09333;PF12624;
Q6NXE6	PF00514;
P53367	PF06456;
O14520	PF00230;
O95236	PF05461;
O43520	PF16212;PF16209;
Q6UWY0	PF00884;
Q96B67	PF02752;PF00339;
O75882	PF00431;PF01344;PF00059;PF01437;
Q8TE60	PF17771;PF05986;PF01562;PF08686;PF01421;PF00090;
Q8WZ55	PF15462;
Q9C0K0	PF00096;
P43251	PF00795;
Q6ZUJ8	PF14545;PF18567;
P22003	PF00019;PF00688;
P36894	PF01064;PF07714;PF08515;
Q8IYA2	PF14915;PF12001;
P09871	PF00431;PF00084;PF00089;
Q9C0B6	PF01823;
Q14790	PF01335;
Q8TBE0	PF01426;
P29279	PF00007;PF00219;PF00090;PF00093;
Q86UW7	PF06292;PF00169;
Q8N4S0	PF13846;PF13926;
P53701	PF01265;
Q5VU69	PF15104;
P27544	PF03798;
Q8IZS8	PF08473;PF13768;PF08399;
Q8N0S6	PF13092;
Q8WUD6	PF01066;
Q9NUB4	PF17717;
Q6UXF7	PF00188;PF00059;
Q8N1N0	PF00059;
Q9NY74	PF15350;
P62942	PF00254;
Q14314	PF00147;
P09769	PF07714;PF00017;PF00018;
O95750	PF00167;
Q92915	PF00167;
P25089	PF00001;
Q5FWF7	PF12937;
A8MUP6	PF07803;
Q14449	PF08947;PF00169;PF00788;PF00017;
Q9ULK0	PF01094;PF00060;PF10613;
Q14416	PF00003;PF01094;PF07562;
Q13255	PF00003;PF01094;PF10606;PF07562;
O00222	PF00003;PF01094;PF07562;
P59796	PF00255;
P0CJ92	PF15070;
H3BPF8	PF15070;
Q6P9A2	PF00535;PF00652;
Q9HAV7	PF01025;
Q96CH1	PF00001;
P46093	PF00001;
O95800	PF00001;
Q9H2G9	PF08227;
Q14410	PF02782;PF00370;
O43194	PF00001;
P11488	PF00503;
Q86UL3	PF01553;
P46976	PF01501;
Q14520	PF00008;PF00051;PF00089;
P69891	PF00042;
P14317	PF02218;PF00018;
Q86Z02	PF00069;
Q9BYE0	PF00010;
A8MVS5	PF17737;
Q9NPH9	PF00726;
Q9H2K0	PF00707;PF05198;
P01568	PF00143;
P23588	PF00076;
Q96ST2	PF08711;
Q6ZU52	PF14818;
Q86U28	PF01521;
Q8IZI9	PF15177;
Q14571	PF08709;PF00520;PF02815;PF08454;PF01365;
Q9Y4H2	PF02174;PF00169;
Q68DU8	PF02214;
P48668	PF00038;PF16208;
Q16774	PF00625;
P29375	PF01388;PF02373;PF02375;PF00628;PF08429;PF02928;
Q12840	PF00225;
Q9ULS6	PF02214;PF00520;
Q6ZNG9	PF01352;
Q8N371	PF13621;
Q9BYR7	PF04579;
Q9Y597	PF02214;
Q8NC69	PF02214;
Q9Y2U2	PF07885;
P48357	PF06328;PF18589;
P16233	PF00151;PF01477;
Q96DT0	PF00337;
Q86UP9	PF10242;
Q96GY3	PF15306;
Q8NC56	PF03020;PF09402;
Q6ZST4	PF00061;
Q6DKI2	PF00337;
Q9P2V4	PF00041;PF07679;PF13855;
Q86VZ4	PF00057;PF07502;
Q567V2	PF04117;
A0A075B6J9	PF07686;
P16109	PF00059;PF00084;
O43300	PF13855;
P22888	PF00001;PF13306;
Q9Y4K4	PF00780;PF00069;
Q5TCX8	PF07714;PF14604;
O94898	PF07679;PF13855;PF01463;
Q96QE4	PF13855;PF15779;PF14914;
Q96JM7	PF02820;PF00536;
Q8N8F7	PF15145;
Q12851	PF00780;PF00069;
Q9BYJ1	PF00305;PF01477;
Q16048	PF05824;
Q00987	PF02201;PF00641;
Q05195	PF00010;
Q9Y3C7	PF05669;
Q8N8R3	PF00153;
O15479	PF01454;PF12440;
O60942	PF00782;PF03919;PF01331;
Q4ZIN3	PF09746;
Q6VMQ6	PF16788;PF16794;
O15264	PF00069;
Q8TCB7	PF08242;
Q14149	PF17942;PF07496;
Q93083	PF00131;
P36021	PF07690;
Q9Y5U8	PF03650;
P49959	PF00149;PF04152;
Q8TAP9	PF15502;
Q9NV56	PF07904;
O00566	PF04006;
Q9Y217	PF06602;
A0A087WUL8	PF06758;
O75414	PF00334;
Q5TI25	PF06758;
Q14686	PF13820;
Q9H7X0	PF00583;
Q9Y303	PF01979;
O43678	PF05047;
Q8NEV4	PF00612;PF00063;PF00069;
Q14207	PF15712;
A6NI61	PF12036;
P08473	PF01431;PF05649;
P30419	PF01233;PF02799;
Q5QGS0	PF15735;
P14543	PF12662;PF12947;PF07645;PF07474;PF00058;PF06119;PF00086;
Q99733	PF00956;
Q8NG66	PF00069;
Q8N729	PF15180;
P29371	PF00001;
Q496H8	PF15056;
P49757	PF06311;PF00640;
Q5VZR2	PF12881;
Q15738	PF01073;
Q9Y328	PF06387;
Q8NH19	PF13853;
